,home_team,hp1,hp2,hp3,hp4,hp5,hp6,hp7,hp8,hp9,hp10,hp11,away_team,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap9,ap10,ap11,home_score,away_score,diff_score,game_results,season
63,Middlesbrough,Brad Jones,Franck Queudrue,Ugo Ehiogu,Gareth Southgate,Abel Xavier,Emanuel Pogatetz,George Boateng,Fábio Rochemback,James Morrison,Mark Viduka,Yakubu,Sunderland,Kelvin Davis,Justin Hoyte,Gary Breen,Steven Caldwell,Dean Whitehead,Andy Gray,Julio Arca,Christian Bassila,Nyron Nosworthy,Tommy Miller,Stephen Elliott,0,2,-2,2,5
64,Tottenham Hotspur,Paul Robinson,Paul Stalteri,Lee Young-Pyo,Noureddine Naybet,Ledley King,Aaron Lennon,Pedro Mendes,Jermaine Jenas,Edgar Davids,Jermain Defoe,Mido,Fulham,Tony Warner,Niclas Jensen,Zat Knight,Carlos Bocanegra,Moritz Volz,Claus Jensen,Steed Malbranque,Luís Boa Morte,Papa Bouba Diop,Brian McBride,Tomasz Radzinski,1,0,1,1,5
65,Blackburn Rovers,Brad Friedel,Michael Gray,Zurab Khizanishvili,Ryan Nelsen,Lucas Neill,Morten Gamst Pedersen,Tugay,Steven Reid,Craig Bellamy,David Bentley,Paul Dickov,West Bromwich Albion,Chris Kirkland,Neil Clement,Ronnie Wallwork,Paul Robinson,Martin Albrechtsen,Curtis Davies,Zoltán Gera,Jonathan Greening,Richard Chaplow,Diomansy Kamara,Kevin Campbell,2,0,2,1,5
66,Charlton Athletic,Stephan Andersen,Chris Perry,Chris Powell,Luke Young,Talal El Karkouri,Dennis Rommedahl,Danny Murphy,Jerome Thomas,Radostin Kishishev,Alexei Smertin,Darren Bent,Tottenham Hotspur,Paul Robinson,Paul Stalteri,Noureddine Naybet,Ledley King,Stephen Kelly,Aaron Lennon,Pedro Mendes,Jermaine Jenas,Edgar Davids,Jermain Defoe,Mido,2,3,-1,2,5
67,Fulham,Mark Crossley,Niclas Jensen,Carlos Bocanegra,Alain Goma,Moritz Volz,Luís Boa Morte,Steed Malbranque,Claus Jensen,Papa Bouba Diop,Brian McBride,Collins John,Manchester United,Edwin van der Sar,Rio Ferdinand,Mikaël Silvestre,John O'Shea,Kieran Richardson,Ryan Giggs,Darren Fletcher,Park Ji-Sung,Ruud van Nistelrooy,Alan Smith,Wayne Rooney,2,3,-1,2,5
68,Portsmouth,Jamie Ashdown,Brian Priske,Andy O'Brien,Dejan Stefanovic,Grégory Vignal,Matthew Taylor,Andy Griffin,Gary O'Neil,Salif Diao,Zvonimir Vukic,Darío Silva,Newcastle United,Shay Given,Stephen Carr,Celestine Babayaro,Jean-Alain Boumsong,Steven Taylor,Scott Parker,Lee Clark,Lee Bowyer,Charles N'Zogbia,Alan Shearer,Shola Ameobi,0,0,0,0,5
69,Sunderland,Kelvin Davis,Justin Hoyte,Gary Breen,Steven Caldwell,Christian Bassila,Andy Gray,Nyron Nosworthy,Tommy Miller,Dean Whitehead,Stephen Elliott,Andrew Welsh,West Ham United,Roy Carroll,Tomas Repka,Danny Gabbidon,Anton Ferdinand,Matthew Etherington,Nigel Reo-Coker,Paul Konchesky,Hayden Mullins,Yossi Benayoun,Marlon Harewood,Teddy Sheringham,1,1,0,0,5
70,Arsenal,Jens Lehmann,Ashley Cole,Lauren,Sol Campbell,Kolo Touré,José Antonio Reyes,Aliaksandr Hleb,Gilberto Silva,Robert Pires,Cesc Fàbregas,Fredrik Ljungberg,Birmingham City,Maik Taylor,Matt Upson,Kenny Cunningham,Jamie Clapham,Olivier Tebily,Jermaine Pennant,Damien Johnson,Julian Gray,Stephen Clemence,Walter Pandiani,Emile Heskey,1,0,1,1,5
71,Aston Villa,Thomas Sørensen,Liam Ridgewell,Ulises de la Cruz,Wilfred Bouma,Olof Mellberg,Gareth Barry,Steven Davis,James Milner,Patrik Berger,Juan Pablo Ángel,Luke Moore,Middlesbrough,Brad Jones,Chris Riggott,Gareth Southgate,Abel Xavier,Emanuel Pogatetz,George Boateng,Fábio Rochemback,Gaizka Mendieta,Doriva,Yakubu,Szilard Nemeth,2,3,-1,2,5
72,Liverpool,Pepe Reina,Jamie Carragher,Sami Hyypiä,Djimi Traore,Steve Finnan,Xabi Alonso,Dietmar Hamann,Steven Gerrard,John Arne Riise,Luis García,Peter Crouch,Chelsea,Petr Cech,Asier Del Horno,John Terry,Ricardo Carvalho,William Gallas,Damien Duff,Joe Cole,Claude Makelele,Michael Essien,Frank Lampard,Didier Drogba,1,4,-3,2,5
73,Manchester City,David James,Stephen Jordan,Danny Mills,Richard Dunne,Sylvain Distin,Kiki Musampa,Antoine Sibierski,Joey Barton,Stephen Ireland,Andrew Cole,Darius Vassell,Everton,Nigel Martyn,David Weir,Joseph Yobo,Matteo Ferrari,Phil Neville,Nuno Valente,Tim Cahill,James McFadden,Leon Osman,Kevin Kilbane,Marcus Bent,2,0,2,1,5
74,Wigan Athletic,John Filan,Arjan De Zeeuw,Leighton Baines,Pascal Chimbonda,Stéphane Henchoz,Jimmy Bullard,Graham Kavanagh,Damien Francis,Jason Roberts,Lee McCulloch,Henri Camara,Bolton Wanderers,Jussi Jääskeläinen,Tal Ben Haim,Bruno N'Gotty,Ricardo Gardner,Radhi Jaidi,Gary Speed,Hidetoshi Nakata,Kevin Nolan,Jay Jay Okocha,Kevin Davies,Henrik Pedersen,2,1,1,1,5
75,Chelsea,Petr Cech,Asier Del Horno,John Terry,Ricardo Carvalho,William Gallas,Joe Cole,Claude Makelele,Michael Essien,Shaun Wright-Phillips,Frank Lampard,Didier Drogba,Bolton Wanderers,Jussi Jääskeläinen,Tal Ben Haim,Bruno N'Gotty,Radhi Jaidi,Gary Speed,Abdoulaye Diagne-Faye,Kevin Nolan,Stelios Giannakopoulos,El Hadji Diouf,Henrik Pedersen,Kevin Davies,5,1,4,1,5
76,Liverpool,Pepe Reina,Jamie Carragher,Stephen Warnock,Josemi,Djimi Traore,Steve Finnan,Mohamed Sissoko,Xabi Alonso,Boudewijn Zenden,Peter Crouch,Djibril Cissé,Blackburn Rovers,Brad Friedel,Michael Gray,Zurab Khizanishvili,Ryan Nelsen,Lucas Neill,Morten Gamst Pedersen,Tugay,Robbie Savage,Paul Dickov,David Bentley,Shefki Kuqi,1,0,1,1,5
77,Middlesbrough,Mark Schwarzer,Chris Riggott,Franck Queudrue,Gareth Southgate,Emanuel Pogatetz,Stuart Parnaby,George Boateng,Fábio Rochemback,Doriva,Yakubu,Massimo Maccarone,Portsmouth,Jamie Ashdown,Brian Priske,Andy O'Brien,Dejan Stefanovic,Matthew Taylor,Andy Griffin,Gary O'Neil,Laurent Robert,Jhon Viáfara,Zvonimir Vukic,Darío Silva,1,1,0,0,5
78,Sunderland,Kelvin Davis,Justin Hoyte,Gary Breen,Steven Caldwell,Andy Gray,Nyron Nosworthy,Liam Lawrence,Tommy Miller,Dean Whitehead,Stephen Elliott,Andrew Welsh,Manchester United,Edwin van der Sar,Phil Bardsley,Rio Ferdinand,Mikaël Silvestre,John O'Shea,Cristiano Ronaldo,Paul Scholes,Park Ji-Sung,Ruud van Nistelrooy,Alan Smith,Wayne Rooney,1,3,-2,2,5
79,Tottenham Hotspur,Paul Robinson,Michael Dawson,Paul Stalteri,Lee Young-Pyo,Ledley King,Michael Carrick,Aaron Lennon,Jermaine Jenas,Edgar Davids,Mido,Jermain Defoe,Everton,Nigel Martyn,David Weir,Joseph Yobo,Phil Neville,Matteo Ferrari,Nuno Valente,James McFadden,Kevin Kilbane,Simon Davies,Tim Cahill,Marcus Bent,2,0,2,1,5
80,West Bromwich Albion,Chris Kirkland,Neil Clement,Steve Watson,Paul Robinson,Martin Albrechtsen,Ronnie Wallwork,Curtis Davies,Jonathan Greening,Kanu,Diomansy Kamara,Geoff Horsfield,Arsenal,Jens Lehmann,Lauren,Kolo Touré,Gaël Clichy,Philippe Senderos,José Antonio Reyes,Cesc Fàbregas,Robert Pires,Fredrik Ljungberg,Mathieu Flamini,Dennis Bergkamp,2,1,1,1,5
81,Wigan Athletic,John Filan,Pascal Chimbonda,Arjan De Zeeuw,Leighton Baines,Stéphane Henchoz,Graham Kavanagh,Damien Francis,Jimmy Bullard,Jason Roberts,Lee McCulloch,Henri Camara,Newcastle United,Shay Given,Stephen Carr,Jean-Alain Boumsong,Robbie Elliott,Steven Taylor,Scott Parker,Amdy Faye,Lee Bowyer,Charles N'Zogbia,Alan Shearer,Michael Owen,1,0,1,1,5
82,Birmingham City,Maik Taylor,Matt Upson,Jamie Clapham,Martin Taylor,Olivier Tebily,Jermaine Pennant,Damien Johnson,Stephen Clemence,Julian Gray,Walter Pandiani,Emile Heskey,Aston Villa,Thomas Sørensen,Liam Ridgewell,Aaron Hughes,Olof Mellberg,Wilfred Bouma,Eirik Bakke,Steven Davis,James Milner,Gareth Barry,Luke Moore,Kevin Phillips,0,1,-1,2,5
83,Manchester City,David James,Nedum Onuoha,Stephen Jordan,Danny Mills,Sylvain Distin,Claudio Reyna,Stephen Ireland,Kiki Musampa,Joey Barton,Darius Vassell,Andrew Cole,West Ham United,Roy Carroll,Tomas Repka,Anton Ferdinand,Danny Gabbidon,Nigel Reo-Coker,Matthew Etherington,Hayden Mullins,Paul Konchesky,Teddy Sheringham,Marlon Harewood,Yossi Benayoun,2,1,1,1,5
84,Charlton Athletic,Stephan Andersen,Chris Perry,Hermann Hreidarsson,Chris Powell,Luke Young,Dennis Rommedahl,Alexei Smertin,Danny Murphy,Jerome Thomas,Radostin Kishishev,Darren Bent,Fulham,Mark Crossley,Niclas Jensen,Philippe Christanval,Carlos Bocanegra,Alain Goma,Moritz Volz,Claus Jensen,Luís Boa Morte,Steed Malbranque,Papa Bouba Diop,Collins John,1,1,0,0,5
85,Arsenal,Jens Lehmann,Kolo Touré,Lauren,Gaël Clichy,Pascal Cygan,Mathieu Flamini,Cesc Fàbregas,Robert Pires,Gilberto Silva,Thierry Henry,Dennis Bergkamp,Manchester City,David James,Stephen Jordan,David Sommeil,Sylvain Distin,Danny Mills,Kiki Musampa,Antoine Sibierski,Claudio Reyna,Joey Barton,Stephen Ireland,Darius Vassell,1,0,1,1,5
86,Aston Villa,Thomas Sørensen,Liam Ridgewell,Aaron Hughes,Olof Mellberg,Jlloyd Samuel,Eirik Bakke,Gareth Barry,Steven Davis,James Milner,Kevin Phillips,Luke Moore,Wigan Athletic,John Filan,Leighton Baines,Stéphane Henchoz,Pascal Chimbonda,Arjan De Zeeuw,Graham Kavanagh,Alan Mahon,Jimmy Bullard,Damien Francis,Henri Camara,Jason Roberts,0,2,-2,2,5
87,Blackburn Rovers,Brad Friedel,Michael Gray,Zurab Khizanishvili,Lucas Neill,Ryan Nelsen,Tugay,Morten Gamst Pedersen,Robbie Savage,Paul Dickov,David Bentley,Shefki Kuqi,Birmingham City,Maik Taylor,Matt Upson,Olivier Tebily,Kenny Cunningham,Jamie Clapham,Stan Lazaridis,Jermaine Pennant,Damien Johnson,Nicky Butt,Emile Heskey,Mikael Forssell,2,0,2,1,5
88,Fulham,Mark Crossley,Carlos Bocanegra,Alain Goma,Moritz Volz,Niclas Jensen,Claus Jensen,Steed Malbranque,Luís Boa Morte,Ahmad Elrich,Papa Bouba Diop,Collins John,Liverpool,Pepe Reina,Jamie Carragher,Josemi,Djimi Traore,Sami Hyypiä,Mohamed Sissoko,Xabi Alonso,John Arne Riise,Harry Kewell,Fernando Morientes,Djibril Cissé,2,0,2,1,5
89,Manchester United,Edwin van der Sar,Rio Ferdinand,Mikaël Silvestre,John O'Shea,Phil Bardsley,Darren Fletcher,Paul Scholes,Park Ji-Sung,Alan Smith,Wayne Rooney,Ruud van Nistelrooy,Tottenham Hotspur,Paul Robinson,Michael Dawson,Paul Stalteri,Lee Young-Pyo,Ledley King,Michael Carrick,Aaron Lennon,Jermaine Jenas,Edgar Davids,Mido,Jermain Defoe,1,1,0,0,5
90,Portsmouth,Jamie Ashdown,Brian Priske,Andy O'Brien,Matthew Taylor,Dejan Stefanovic,Grégory Vignal,Gary O'Neil,Laurent Robert,Jhon Viáfara,Zvonimir Vukic,Darío Silva,Charlton Athletic,Stephan Andersen,Chris Perry,Jonathan Spector,Hermann Hreidarsson,Luke Young,Darren Ambrose,Danny Murphy,Dennis Rommedahl,Radostin Kishishev,Alexei Smertin,Darren Bent,1,2,-1,2,5
91,Bolton Wanderers,Jussi Jääskeläinen,Tal Ben Haim,Bruno N'Gotty,Hidetoshi Nakata,Kevin Nolan,Stelios Giannakopoulos,Abdoulaye Diagne-Faye,Joey O'Brien,Kevin Davies,El Hadji Diouf,Henrik Pedersen,West Bromwich Albion,Chris Kirkland,Steve Watson,Paul Robinson,Martin Albrechtsen,Neil Clement,Curtis Davies,Darren Moore,Jonathan Greening,Darren Carter,Diomansy Kamara,Geoff Horsfield,2,0,2,1,5
92,Everton,Nigel Martyn,David Weir,Nuno Valente,Joseph Yobo,Phil Neville,Tony Hibbert,Kevin Kilbane,Mikel Arteta,Tim Cahill,Duncan Ferguson,James Beattie,Chelsea,Petr Cech,Robert Huth,John Terry,Asier Del Horno,William Gallas,Joe Cole,Shaun Wright-Phillips,Claude Makelele,Michael Essien,Frank Lampard,Didier Drogba,1,1,0,0,5
93,Newcastle United,Shay Given,Stephen Carr,Jean-Alain Boumsong,Peter Ramage,Steven Taylor,Emre,Scott Parker,Nolberto Solano,Charles N'Zogbia,Alan Shearer,Shola Ameobi,Sunderland,Kelvin Davis,Gary Breen,Justin Hoyte,Steven Caldwell,Tommy Miller,Andy Gray,Dean Whitehead,Nyron Nosworthy,Liam Lawrence,Stephen Elliott,Andrew Welsh,3,2,1,1,5
94,West Ham United,Shaka Hislop,Danny Gabbidon,Anton Ferdinand,Tomas Repka,Matthew Etherington,Nigel Reo-Coker,Paul Konchesky,Hayden Mullins,Bobby Zamora,Yossi Benayoun,Marlon Harewood,Middlesbrough,Mark Schwarzer,Chris Riggott,Emanuel Pogatetz,Gareth Southgate,George Boateng,Fábio Rochemback,Gaizka Mendieta,Matthew Bates,Doriva,Yakubu,Massimo Maccarone,2,1,1,1,5
95,Birmingham City,Maik Taylor,Matt Upson,Kenny Cunningham,Martin Taylor,Jamie Clapham,Jermaine Pennant,Nicky Butt,Damien Johnson,Jirí Jarosik,Emile Heskey,Mikael Forssell,Everton,Nigel Martyn,David Weir,Joseph Yobo,Phil Neville,Tony Hibbert,Tim Cahill,Andy van der Meijde,Simon Davies,Mikel Arteta,James Beattie,Duncan Ferguson,0,1,-1,2,5
96,Charlton Athletic,Stephan Andersen,Chris Perry,Jonathan Spector,Hermann Hreidarsson,Luke Young,Darren Ambrose,Alexei Smertin,Danny Murphy,Radostin Kishishev,Dennis Rommedahl,Jay Bothroyd,Bolton Wanderers,Jussi Jääskeläinen,Bruno N'Gotty,Ricardo Gardner,Radhi Jaidi,Gary Speed,Hidetoshi Nakata,Kevin Nolan,Abdoulaye Diagne-Faye,Joey O'Brien,Kevin Davies,El Hadji Diouf,0,1,-1,2,5
97,Chelsea,Petr Cech,John Terry,Ricardo Carvalho,Asier Del Horno,William Gallas,Joe Cole,Shaun Wright-Phillips,Claude Makelele,Michael Essien,Frank Lampard,Didier Drogba,Blackburn Rovers,Brad Friedel,Andrew Todd,Michael Gray,Zurab Khizanishvili,Lucas Neill,Robbie Savage,Brett Emerton,Morten Gamst Pedersen,Tugay,Craig Bellamy,Shefki Kuqi,4,2,2,1,5
98,Liverpool,Pepe Reina,Jamie Carragher,Steve Finnan,Mohamed Sissoko,Xabi Alonso,Sami Hyypiä,Steven Gerrard,John Arne Riise,Luis García,Djibril Cissé,Fernando Morientes,West Ham United,Shaka Hislop,Tomas Repka,Paul Konchesky,Danny Gabbidon,Anton Ferdinand,Matthew Etherington,Nigel Reo-Coker,Yossi Benayoun,Hayden Mullins,Marlon Harewood,David Bellion,2,0,2,1,5
99,Middlesbrough,Mark Schwarzer,Franck Queudrue,Chris Riggott,Emanuel Pogatetz,Stuart Parnaby,George Boateng,Matthew Bates,Fábio Rochemback,Gaizka Mendieta,Yakubu,Jimmy Floyd Hasselbaink,Manchester United,Edwin van der Sar,Mikaël Silvestre,John O'Shea,Phil Bardsley,Rio Ferdinand,Park Ji-Sung,Darren Fletcher,Paul Scholes,Alan Smith,Wayne Rooney,Ruud van Nistelrooy,4,1,3,1,5
100,Sunderland,Kelvin Davis,Alan Stubbs,Justin Hoyte,Steven Caldwell,Liam Lawrence,Andy Gray,Dean Whitehead,Nyron Nosworthy,Tommy Miller,Andrew Welsh,Stephen Elliott,Portsmouth,Jamie Ashdown,Brian Priske,Andy Griffin,Matthew Taylor,Dejan Stefanovic,Grégory Vignal,Linvoy Primus,Gary O'Neil,Richard Hughes,Zvonimir Vukic,Darío Silva,1,4,-3,2,5
101,Tottenham Hotspur,Paul Robinson,Michael Dawson,Paul Stalteri,Lee Young-Pyo,Ledley King,Michael Carrick,Aaron Lennon,Jermaine Jenas,Teemu Tainio,Mido,Jermain Defoe,Arsenal,Jens Lehmann,Lauren,Sol Campbell,Kolo Touré,Gaël Clichy,Gilberto Silva,Cesc Fàbregas,Fredrik Ljungberg,Mathieu Flamini,José Antonio Reyes,Dennis Bergkamp,1,1,0,0,5
102,Wigan Athletic,John Filan,Leighton Baines,Ryan Taylor,Stéphane Henchoz,Pascal Chimbonda,Arjan De Zeeuw,Graham Kavanagh,Jimmy Bullard,Alan Mahon,Damien Francis,Henri Camara,Fulham,Tony Warner,Niclas Jensen,Carlos Bocanegra,Alain Goma,Moritz Volz,Luís Boa Morte,Steed Malbranque,Claus Jensen,Papa Bouba Diop,Tomasz Radzinski,Collins John,1,0,1,1,5
103,West Bromwich Albion,Tomasz Kuszczak,Neil Clement,Steve Watson,Riccardo Scimeca,Curtis Davies,Darren Moore,Darren Carter,Jonathan Greening,Junichi Inamoto,Kanu,Robert Earnshaw,Newcastle United,Shay Given,Jean-Alain Boumsong,Celestine Babayaro,Peter Ramage,Steven Taylor,Nolberto Solano,Scott Parker,Charles N'Zogbia,Emre,Michael Owen,Shola Ameobi,0,3,-3,2,5
104,Manchester City,David James,Stephen Jordan,Danny Mills,Sylvain Distin,David Sommeil,Kiki Musampa,Joey Barton,Stephen Ireland,Andrew Cole,Lee Croft,Darius Vassell,Aston Villa,Stuart Taylor,Liam Ridgewell,Jlloyd Samuel,Mark Delaney,Olof Mellberg,Gareth Barry,Steven Davis,Gavin McCann,James Milner,Kevin Phillips,Luke Moore,3,1,2,1,5
105,Arsenal,Jens Lehmann,Lauren,Sol Campbell,Kolo Touré,Gaël Clichy,Robin van Persie,Gilberto Silva,Cesc Fàbregas,Robert Pires,José Antonio Reyes,Thierry Henry,Sunderland,Ben Alnwick,Danny Collins,Alan Stubbs,Gary Breen,Steven Caldwell,Nyron Nosworthy,Andy Gray,Dean Whitehead,Carl Robinson,Daryl Murphy,Jon Stead,3,1,2,1,5
106,Aston Villa,Thomas Sørensen,Liam Ridgewell,Mark Delaney,Olof Mellberg,Eirik Bakke,Gareth Barry,Steven Davis,Gavin McCann,James Milner,Milan Baros,Kevin Phillips,Liverpool,Pepe Reina,Jamie Carragher,Steve Finnan,Mohamed Sissoko,Xabi Alonso,Sami Hyypiä,Luis García,Steven Gerrard,John Arne Riise,Djibril Cissé,Fernando Morientes,0,2,-2,2,5
107,Blackburn Rovers,Brad Friedel,Zurab Khizanishvili,Lucas Neill,Andrew Todd,Michael Gray,Brett Emerton,Tugay,Morten Gamst Pedersen,Steven Reid,Paul Dickov,Craig Bellamy,Charlton Athletic,Stephan Andersen,Chris Perry,Jonathan Spector,Hermann Hreidarsson,Luke Young,Danny Murphy,Bryan Hughes,Dennis Rommedahl,Darren Ambrose,Radostin Kishishev,Darren Bent,4,1,3,1,5
108,Fulham,Tony Warner,Niclas Jensen,Carlos Bocanegra,Alain Goma,Moritz Volz,Luís Boa Morte,Steed Malbranque,Papa Bouba Diop,Brian McBride,Tomasz Radzinski,Collins John,Manchester City,David James,Richard Dunne,Sylvain Distin,Danny Mills,Stephen Jordan,Kiki Musampa,Joey Barton,Stephen Ireland,Lee Croft,Andrew Cole,Darius Vassell,2,1,1,1,5
109,Newcastle United,Shay Given,Titus Bramble,Celestine Babayaro,Peter Ramage,Steven Taylor,Scott Parker,Nolberto Solano,Charles N'Zogbia,Emre,Alan Shearer,Michael Owen,Birmingham City,Maik Taylor,Matt Upson,Kenny Cunningham,Martin Taylor,Jamie Clapham,Stan Lazaridis,Neil Kilkenny,Jermaine Pennant,Muzzy Izzet,Jirí Jarosik,Emile Heskey,1,0,1,1,5
110,Portsmouth,Jamie Ashdown,Brian Priske,Grégory Vignal,Dejan Stefanovic,Linvoy Primus,Matthew Taylor,Andy Griffin,Gary O'Neil,Richard Hughes,Zvonimir Vukic,Darío Silva,Wigan Athletic,John Filan,Leighton Baines,Stéphane Henchoz,Pascal Chimbonda,Arjan De Zeeuw,Graham Kavanagh,Jimmy Bullard,Damien Francis,Henri Camara,Lee McCulloch,Jason Roberts,0,2,-2,2,5
111,West Ham United,Shaka Hislop,Paul Konchesky,Danny Gabbidon,Anton Ferdinand,Tomas Repka,Yossi Benayoun,Hayden Mullins,Matthew Etherington,Nigel Reo-Coker,Teddy Sheringham,Marlon Harewood,West Bromwich Albion,Tomasz Kuszczak,Neil Clement,Ronnie Wallwork,Steve Watson,Martin Albrechtsen,Curtis Davies,Jonathan Greening,Junichi Inamoto,Kanu,Diomansy Kamara,Robert Earnshaw,1,0,1,1,5
112,Everton,Nigel Martyn,David Weir,Joseph Yobo,Phil Neville,Tony Hibbert,Tim Cahill,Simon Davies,Andy van der Meijde,Mikel Arteta,Duncan Ferguson,James Beattie,Middlesbrough,Mark Schwarzer,Franck Queudrue,Ugo Ehiogu,Chris Riggott,Emanuel Pogatetz,Stuart Parnaby,George Boateng,Gaizka Mendieta,Fábio Rochemback,Yakubu,Jimmy Floyd Hasselbaink,1,0,1,1,5
113,Manchester United,Edwin van der Sar,Wes Brown,Rio Ferdinand,Mikaël Silvestre,John O'Shea,Darren Fletcher,Paul Scholes,Cristiano Ronaldo,Ruud van Nistelrooy,Alan Smith,Wayne Rooney,Chelsea,Petr Cech,Paulo Ferreira,Asier Del Horno,John Terry,William Gallas,Joe Cole,Michael Essien,Claude Makelele,Damien Duff,Frank Lampard,Didier Drogba,1,0,1,1,5
114,Bolton Wanderers,Jussi Jääskeläinen,Tal Ben Haim,Ricardo Gardner,Radhi Jaidi,Gary Speed,Kevin Nolan,Abdoulaye Diagne-Faye,Joey O'Brien,Stelios Giannakopoulos,Kevin Davies,El Hadji Diouf,Tottenham Hotspur,Paul Robinson,Michael Dawson,Paul Stalteri,Ledley King,Lee Young-Pyo,Michael Carrick,Jermaine Jenas,Teemu Tainio,Edgar Davids,Mido,Jermain Defoe,1,0,1,1,5
115,Charlton Athletic,Stephan Andersen,Hermann Hreidarsson,Chris Powell,Luke Young,Talal El Karkouri,Darren Ambrose,Danny Murphy,Radostin Kishishev,Dennis Rommedahl,Alexei Smertin,Darren Bent,Manchester United,Edwin van der Sar,Wes Brown,Rio Ferdinand,Mikaël Silvestre,John O'Shea,Darren Fletcher,Cristiano Ronaldo,Paul Scholes,Ruud van Nistelrooy,Alan Smith,Wayne Rooney,1,3,-2,2,5
116,Chelsea,Petr Cech,John Terry,Ricardo Carvalho,Asier Del Horno,Glen Johnson,Damien Duff,Frank Lampard,Claude Makelele,Joe Cole,Hernán Crespo,Eidur Gudjohnsen,Newcastle United,Shay Given,Titus Bramble,Celestine Babayaro,Jean-Alain Boumsong,Peter Ramage,Scott Parker,Nolberto Solano,Emre,Lee Bowyer,Charles N'Zogbia,Shola Ameobi,3,0,3,1,5
117,Liverpool,Pepe Reina,Jamie Carragher,Stephen Warnock,Steve Finnan,Dietmar Hamann,Sami Hyypiä,Steven Gerrard,Luis García,Boudewijn Zenden,Djibril Cissé,Peter Crouch,Portsmouth,Jamie Ashdown,Brian Priske,Andy Griffin,Grégory Vignal,Matthew Taylor,Gary O'Neil,Laurent Robert,Andy O'Brien,Jhon Viáfara,Richard Hughes,Lomana Lua Lua,3,0,3,1,5
118,Manchester City,David James,Stephen Jordan,Danny Mills,Richard Dunne,Sun Jihai,Sylvain Distin,Kiki Musampa,Stephen Ireland,Andrew Cole,Lee Croft,Darius Vassell,Blackburn Rovers,Brad Friedel,Andrew Todd,Michael Gray,Zurab Khizanishvili,Ryan Nelsen,Steven Reid,Morten Gamst Pedersen,Tugay,Robbie Savage,Paul Dickov,Craig Bellamy,0,0,0,0,5
119,Sunderland,Ben Alnwick,Justin Hoyte,Gary Breen,Alan Stubbs,Tommy Miller,Nyron Nosworthy,Dean Whitehead,Christian Bassila,Jon Stead,Andrew Welsh,Anthony Le Tallec,Aston Villa,Thomas Sørensen,Liam Ridgewell,Aaron Hughes,Olof Mellberg,Wilfred Bouma,Gareth Barry,Gavin McCann,James Milner,Steven Davis,Milan Baros,Kevin Phillips,1,3,-2,2,5
120,West Bromwich Albion,Tomasz Kuszczak,Neil Clement,Ronnie Wallwork,Steve Watson,Martin Albrechtsen,Curtis Davies,Junichi Inamoto,Jonathan Greening,Diomansy Kamara,Nathan Ellington,Geoff Horsfield,Everton,Nigel Martyn,David Weir,Joseph Yobo,Phil Neville,Tony Hibbert,Kevin Kilbane,Mikel Arteta,Andy van der Meijde,Simon Davies,James Beattie,Marcus Bent,4,0,4,1,5
121,Wigan Athletic,John Filan,Leighton Baines,Stéphane Henchoz,Pascal Chimbonda,Arjan De Zeeuw,Graham Kavanagh,Jimmy Bullard,Damien Francis,Jason Roberts,Henri Camara,Lee McCulloch,Arsenal,Jens Lehmann,Lauren,Sol Campbell,Pascal Cygan,Kolo Touré,Robin van Persie,Gilberto Silva,Robert Pires,Cesc Fàbregas,Fredrik Ljungberg,Thierry Henry,2,3,-1,2,5
122,Middlesbrough,Brad Jones,Franck Queudrue,Chris Riggott,Gareth Southgate,Emanuel Pogatetz,Stuart Parnaby,George Boateng,Fábio Rochemback,James Morrison,Yakubu,Jimmy Floyd Hasselbaink,Fulham,Tony Warner,Niclas Jensen,Zat Knight,Alain Goma,Moritz Volz,Steed Malbranque,Sylvain Legwinski,Papa Bouba Diop,Tomasz Radzinski,Collins John,Brian McBride,3,2,1,1,5
123,Tottenham Hotspur,Paul Robinson,Michael Dawson,Paul Stalteri,Lee Young-Pyo,Ledley King,Michael Carrick,Jermaine Jenas,Teemu Tainio,Edgar Davids,Mido,Robbie Keane,West Ham United,Shaka Hislop,Tomas Repka,Paul Konchesky,Danny Gabbidon,Anton Ferdinand,Matthew Etherington,Yossi Benayoun,Hayden Mullins,Mark Noble,Teddy Sheringham,Marlon Harewood,1,1,0,0,5
124,Arsenal,Jens Lehmann,Lauren,Sol Campbell,Pascal Cygan,Kolo Touré,Gilberto Silva,Robert Pires,Cesc Fàbregas,José Antonio Reyes,Dennis Bergkamp,Thierry Henry,Blackburn Rovers,Brad Friedel,Andrew Todd,Michael Gray,Ryan Nelsen,Lucas Neill,Brett Emerton,Morten Gamst Pedersen,Steven Reid,Robbie Savage,Craig Bellamy,Shefki Kuqi,3,0,3,1,5
125,Aston Villa,Thomas Sørensen,Liam Ridgewell,Aaron Hughes,Olof Mellberg,Wilfred Bouma,Gareth Barry,Steven Davis,Gavin McCann,James Milner,Milan Baros,Kevin Phillips,Charlton Athletic,Stephan Andersen,Hermann Hreidarsson,Chris Powell,Luke Young,Talal El Karkouri,Matt Holland,Jerome Thomas,Radostin Kishishev,Darren Ambrose,Alexei Smertin,Darren Bent,1,0,1,1,5
